Tweet_count,Original_Text,Translated_Text,Category,Sentiment
388,"@CerfiaFR Ils nous coûtent déjà trop cher entre le logis, l’alimentation… stop à tous les loisirs. Ils sont en prison pas au club med","@CerfiaFR Ils nous coûtent déjà trop cher entre le logis, l’alimentation… stop à tous les loisirs. Ils sont en prison pas au club med",mix,negative
389,"Tu cherches à perdre du ventre ?

Oui ?

Excellent !

Du coup, t’attends quoi pour structurer ton entraînement et ton alimentation ?

Je te rappelle que c'est pas en improvisant qu'on obtient des résultats durables.","Tu cherches à perdre du ventre ?

Oui ?

Excellent !

Du coup, t’attends quoi pour structurer ton entraînement et ton alimentation ?

Je te rappelle que c'est pas en improvisant qu'on obtient des résultats durables.",mix,positive
390,"@HeleneThouy Une alimentation végétale est bien meilleure pour les animaux et pour notre porte monnaie 
5€ le kg d'haricots rouges BIO
10€ le kg de poulet issu d'élevage intensif","@HeleneThouy Une alimentation végétale est bien meilleure pour les animaux et pour notre porte monnaie 
5€ le kg d'haricots rouges BIO
10€ le kg de poulet issu d'élevage intensif",mix,positive
391,"Les principales priorités de RFK Jr. en matière de santé et de bien-être alors que les médecins partagent leurs commentaires

Le nouveau secrétaire du HHS vise à améliorer l’alimentation, les soins de santé, les libertés médicales et plus encore

https://t.co/n3byC0gKsu #FoxNews","Les principales priorités de RFK Jr. en matière de santé et de bien-être alors que les médecins partagent leurs commentaires

Le nouveau secrétaire du HHS vise à améliorer l’alimentation, les soins de santé, les libertés médicales et plus encore

https://t.co/n3byC0gKsu #FoxNews",healthy,positive
392,"Voici 👇les nouvelles protéines qui  seront  dans  votre alimentation.

Bruxelles,  tue  notre  agriculture  pour  laisser la  place  aux  insectes.

bon  appétit !!","Voici 👇les nouvelles protéines qui  seront  dans  votre alimentation.

Bruxelles,  tue  notre  agriculture  pour  laisser la  place  aux  insectes.

bon  appétit !!",mix,positive
393,Je vais faire mon premier carême cette année et j’ai quelques questions. Je fais du sport à bon niveau et je dois maintenir une alimentation variée très riche en protéines. Comment je peux m’adapter ? Les sportifs vous changez quoi par rapport à d’habitude ?,Je vais faire mon premier carême cette année et j’ai quelques questions. Je fais du sport à bon niveau et je dois maintenir une alimentation variée très riche en protéines. Comment je peux m’adapter ? Les sportifs vous changez quoi par rapport à d’habitude ?,healthy,neutral
394,"✅ Sécurité sociale de l'alimentation 
✅ Préservation de la qualité de l'eau 💧
À #Toulouse, com à @AssembleeNat, nous oeuvrons pour l'environnement et notre santé
@ChArrighi @RegisGodec @AntoineMAURICE
@Gpe_EcoloSocial @Ecolo_ToulouseM @JeanClaudeRaux
https://t.co/uGISjfIOTz","✅ Sécurité sociale de l'alimentation 
✅ Préservation de la qualité de l'eau 💧
À #Toulouse, com à @AssembleeNat, nous oeuvrons pour l'environnement et notre santé
@ChArrighi @RegisGodec @AntoineMAURICE
@Gpe_EcoloSocial @Ecolo_ToulouseM @JeanClaudeRaux
https://t.co/uGISjfIOTz",mix,positive
395,"Dès demain, les larves arrivent dans votre alimentation, pain, fromage, pâtes, gâteaux, notamment ! Jusqu’à 4%.
https://t.co/1cF4fCkGgp","Dès demain, les larves arrivent dans votre alimentation, pain, fromage, pâtes, gâteaux, notamment ! Jusqu’à 4%.
https://t.co/1cF4fCkGgp",mix,neutral
396,"150 euros par mois pour faire ses courses: à quoi pourrait ressembler une ""sécu"" de l'alimentation?
https://t.co/RLLXYdXv1q","150 euros par mois pour faire ses courses: à quoi pourrait ressembler une ""sécu"" de l'alimentation?
https://t.co/RLLXYdXv1q",mix,neutral
397,@melos_veli61933 @jobeurtropalafu infection et/ ou l’alimentation qui joue beaucoup.,@melos_veli61933 @jobeurtropalafu infection et/ ou l’alimentation qui joue beaucoup.,mix,negative
398,"@FilAffranchi J'essaie de manger healthy (avec du beurre, de la crème fraîche, du gruyère et du comté)","@FilAffranchi J'essaie de manger healthy (avec du beurre, de la crème fraîche, du gruyère et du comté)",healthy,positive
399,"Make America Healthy Again avec le fils Trump qui investit dans une compétition sportive internationale permettant aux athlètes d’utiliser des produits dopants,  tels les stéroïdes.
https://t.co/pZ7BMtbzE0","Make America Healthy Again avec le fils Trump qui investit dans une compétition sportive internationale permettant aux athlètes d’utiliser des produits dopants,  tels les stéroïdes.
https://t.co/pZ7BMtbzE0",healthy,positive
400,"La richesse de la Belgique a été bâtie sur l'exploitation des ressources congolaises, mais elle condamne aujourd'hui le Rwanda tout en ignorant son rôle dans l'alimentation des divisions ethniques à l'origine de la situation actuelle en RDC. https://t.co/GXiYDMpIVO","La richesse de la Belgique a été bâtie sur l'exploitation des ressources congolaises, mais elle condamne aujourd'hui le Rwanda tout en ignorant son rôle dans l'alimentation des divisions ethniques à l'origine de la situation actuelle en RDC. https://t.co/GXiYDMpIVO",mix,negative
401,Attention ces assassins s'attaquent à notre alimentation https://t.co/AZQpfmboF2,Attention ces assassins s'attaquent à notre alimentation https://t.co/AZQpfmboF2,mix,negative
402,@PoliceRealites Arrêt des soins en France veut dire arrêt de l'hydratation et de la nutrition : elle va mourir de faim et de soif. Il faut en être conscient. Toute ma compassion va à ses parents.,@PoliceRealites Arrêt des soins en France veut dire arrêt de l'hydratation et de la nutrition : elle va mourir de faim et de soif. Il faut en être conscient. Toute ma compassion va à ses parents.,healthy,negative
403,j’ai forcé mon père à faire des courses healthy mais mtn jveux manger une pizza https://t.co/ft8dShKfiZ,j’ai forcé mon père à faire des courses healthy mais mtn jveux manger une pizza https://t.co/ft8dShKfiZ,healthy,negative
404,"Patate douce vs pomme de terre : laquelle est meilleure pour la santé ?
➡️ https://t.co/33VNhJysLe https://t.co/aH5xpCEvXz","Patate douce vs pomme de terre : laquelle est meilleure pour la santé ?
➡️ https://t.co/33VNhJysLe https://t.co/aH5xpCEvXz",mix,neutral
405,"Oui le fameux « c’est parce que t’es français qu’on te traite de raciste » 

- affilié à une marque qui est affilié qu’avec des mec d’extrême droite 
- rapport nutrition 
- défend CNEWS et C8 parce que « la liberté d’expression » alors qu’il propage juste des idée raciste","Oui le fameux « c’est parce que t’es français qu’on te traite de raciste » 

- affilié à une marque qui est affilié qu’avec des mec d’extrême droite 
- rapport nutrition 
- défend CNEWS et C8 parce que « la liberté d’expression » alors qu’il propage juste des idée raciste",healthy,negative
406,"Quand tu dis que tu es vegan, les gens :  

Checkent tes muscles  
Se transforment en expert en nutrition
Te demandent si tu manges du poisson  
T’assurent que les plantes ont des sentiments

Heureusement, tous les vegans ont leur doctorat  en résistance aux blagues bidons","Quand tu dis que tu es vegan, les gens :  

Checkent tes muscles  
Se transforment en expert en nutrition
Te demandent si tu manges du poisson  
T’assurent que les plantes ont des sentiments

Heureusement, tous les vegans ont leur doctorat  en résistance aux blagues bidons",healthy,negative
407,"eh jen parlerai un jour des gens qui font des remarques sur ton physique, alimentation, comment tu manges ect nn pcq vous faut qu’on vienne vous bz un jour vous savez ce que vivent les gens bande de sous merdes","eh jen parlerai un jour des gens qui font des remarques sur ton physique, alimentation, comment tu manges ect nn pcq vous faut qu’on vienne vous bz un jour vous savez ce que vivent les gens bande de sous merdes",mix,negative
408,"@Adishatz13 La décroissance de l’alimentation ?
Ça s’appelle la famine.
Vous êtes de grands malades.","@Adishatz13 La décroissance de l’alimentation ?
Ça s’appelle la famine.
Vous êtes de grands malades.",mix,negative
409,"@verity_france 🌱 Chaque jour, nous sommes de plus en plus nombreux à exiger de la transparence et du respect pour notre alimentation. Ce n'est que le début ! Ensemble, nous bâtissons un label fort, indépendant et au service des consommateurs. L'avenir nous appartient. 🙌 https://t.co/Kk9OARwnkq","@verity_france 🌱 Chaque jour, nous sommes de plus en plus nombreux à exiger de la transparence et du respect pour notre alimentation. Ce n'est que le début ! Ensemble, nous bâtissons un label fort, indépendant et au service des consommateurs. L'avenir nous appartient. 🙌 https://t.co/Kk9OARwnkq",mix,positive
410,"Un marché imposé faute de tracé de la farine d'insecte qui compose notre alimentation !!!
Ce sont des criminels point barre !","Un marché imposé faute de tracé de la farine d'insecte qui compose notre alimentation !!!
Ce sont des criminels point barre !",mix,negative
411,"Les Républicains sont formidables !
➡️ Ils ont passé 4 ans à HURLER contre l'inflation et, maintenant qu'elle augmente, que le prix des œufs, de l'alimentation, du logement et de l'essence explosent... ils trouvent que l'économie va super-bien. 😍😜 https://t.co/yf2jzEHzxi","Les Républicains sont formidables !
➡️ Ils ont passé 4 ans à HURLER contre l'inflation et, maintenant qu'elle augmente, que le prix des œufs, de l'alimentation, du logement et de l'essence explosent... ils trouvent que l'économie va super-bien. 😍😜 https://t.co/yf2jzEHzxi",mix,positive
412,"La Sécurité Sociale de l’Alimentation est une idée neuve, aujourd’hui expérimentée dans de nombreux territoires. Elle vise deux objectifs : offrir une alimentation de qualité à chacune, chacun, et permettre aux agriculteurs de vivre de leur travail. Avec une méthode : la https://t.co/TAxkI8P0y2","La Sécurité Sociale de l’Alimentation est une idée neuve, aujourd’hui expérimentée dans de nombreux territoires. Elle vise deux objectifs : offrir une alimentation de qualité à chacune, chacun, et permettre aux agriculteurs de vivre de leur travail. Avec une méthode : la https://t.co/TAxkI8P0y2",mix,positive
413,"Bon et pas cher : la recette du brookie d’anniversaire de Nina Métayer pour la 100ᵉ du ""13H à table""
➡️ https://t.co/EbxOqatgND https://t.co/sO0LrmNvMk","Bon et pas cher : la recette du brookie d’anniversaire de Nina Métayer pour la 100ᵉ du ""13H à table""
➡️ https://t.co/EbxOqatgND https://t.co/sO0LrmNvMk",mix,positive
414,"Je n'avais pas attendu les révélations dans la presse et dès ma première législature, j'avais déposé une proposition de loi pour garantir aux Français une information claire sur la présence d’insectes dans leur alimentation.

[1/2] https://t.co/IsLgzyQivU","Je n'avais pas attendu les révélations dans la presse et dès ma première législature, j'avais déposé une proposition de loi pour garantir aux Français une information claire sur la présence d’insectes dans leur alimentation.

[1/2] https://t.co/IsLgzyQivU",mix,positive
415,"Vous êtes éleveur/eleveuse ou travaillez dans la nutrition animale et l’alimentation des vaches laitières vous intéresse ? 🐮
Alors rejoignez-nous le 1er avril 2025 à la ferme des Trinottières pour échanger avec nous !

Journée gratuite avec inscription :
https://t.co/yXXn1iBDAI","Vous êtes éleveur/eleveuse ou travaillez dans la nutrition animale et l’alimentation des vaches laitières vous intéresse ? 🐮
Alors rejoignez-nous le 1er avril 2025 à la ferme des Trinottières pour échanger avec nous !

Journée gratuite avec inscription :
https://t.co/yXXn1iBDAI",healthy,positive
416,"US - DÉCRET SUR LA CRÉATION DE LA COMMISSION PRESIDENTIELLE ""MAKE AMERICA HEALTHY AGAIN""

A lire entièrement : 

En vertu de l'autorité qui m'est conférée en tant que Président par la Constitution et les lois des États-Unis d'Amérique, il est ordonné par la présente :

➡️Chapitre https://t.co/jblUE2hb5S","US - DÉCRET SUR LA CRÉATION DE LA COMMISSION PRESIDENTIELLE ""MAKE AMERICA HEALTHY AGAIN""

A lire entièrement : 

En vertu de l'autorité qui m'est conférée en tant que Président par la Constitution et les lois des États-Unis d'Amérique, il est ordonné par la présente :

➡️Chapitre https://t.co/jblUE2hb5S",healthy,neutral
417,"📌Auchan Food Action School (AFAS) est un programme de sensibilisation sur la bonne alimentation et le développement durable dans les établissements scolaires financé par la Fondation @Auchannews et mis en oeuvre par @Jve_Senegal.

Dans le cadre de ce projet, les activités ont https://t.co/1tMfFuXVop","📌Auchan Food Action School (AFAS) est un programme de sensibilisation sur la bonne alimentation et le développement durable dans les établissements scolaires financé par la Fondation @Auchannews et mis en oeuvre par @Jve_Senegal.

Dans le cadre de ce projet, les activités ont https://t.co/1tMfFuXVop",mix,positive
418,"@CICR_fr @joannsfar Là où ca devient intéressant c'est quand on se penche sur son rôle dans MATER.  
Officiellement c'est une fondation à but non lucratif pour l'inclusion sociale par la nutrition. Elle opère le Refettorio Genève aux côtés du chef Walter el Nagar.

Un resto du coeur de luxe

6/19⬇️ https://t.co/ToLawVnb7u","@CICR_fr @joannsfar Là où ca devient intéressant c'est quand on se penche sur son rôle dans MATER.  
Officiellement c'est une fondation à but non lucratif pour l'inclusion sociale par la nutrition. Elle opère le Refettorio Genève aux côtés du chef Walter el Nagar.

Un resto du coeur de luxe

6/19⬇️ https://t.co/ToLawVnb7u",healthy,positive
419,"#Gaza : l’@UNICEF_FR entend profiter du cessez-le-feu pour agir face à l’effondrement des services essentiels. L’urgence porte sur accès immédiat à l’eau, ainsi que sur la santé et la nutrition.

https://t.co/L5POUPSZE0 https://t.co/5aa0fiyDD7","#Gaza : l’@UNICEF_FR entend profiter du cessez-le-feu pour agir face à l’effondrement des services essentiels. L’urgence porte sur accès immédiat à l’eau, ainsi que sur la santé et la nutrition.

https://t.co/L5POUPSZE0 https://t.co/5aa0fiyDD7",healthy,negative
420,"🚨RDV DEMAIN 10H30 SUR @CNEWS 
🩺#BonjourDrMilhau @BrigitteMilhau 

Avec Sacha MILHAU-MENAHEM et 
@JeanMichelCohen 

➡ L'infertilité en hausse : pourquoi ?
➡ L'alimentation peut-elle influencer le sexe du bébé ?

Extrait n°2 ⤵⤵⤵ https://t.co/KjsSjp5Q0S","🚨RDV DEMAIN 10H30 SUR @CNEWS 
🩺#BonjourDrMilhau @BrigitteMilhau 

Avec Sacha MILHAU-MENAHEM et 
@JeanMichelCohen 

➡ L'infertilité en hausse : pourquoi ?
➡ L'alimentation peut-elle influencer le sexe du bébé ?

Extrait n°2 ⤵⤵⤵ https://t.co/KjsSjp5Q0S",mix,neutral
421,"BRAVO #USA 🇺🇸 Bobby Kennedy @RobertKennedyJr confirmé Secrétaire à la santé de #TRUMP  par le Sénat

👏👏👏✨🥂✨👏👏👏👏 

#MAGA MAKE AMERICA HEALTHY AGAIN ✨🤍✨

@Alexis_Cossette @Anto_B2 @danielle_crete https://t.co/37wCWJMJwe","BRAVO #USA 🇺🇸 Bobby Kennedy @RobertKennedyJr confirmé Secrétaire à la santé de #TRUMP  par le Sénat

👏👏👏✨🥂✨👏👏👏👏 

#MAGA MAKE AMERICA HEALTHY AGAIN ✨🤍✨

@Alexis_Cossette @Anto_B2 @danielle_crete https://t.co/37wCWJMJwe",healthy,positive
422,"Relocaliser l’alimentation : « Cuisinons nos Paysages », au cœur d’une aventure humaine et durable https://t.co/CDiV4cxDl6 via @StripFood","Relocaliser l’alimentation : « Cuisinons nos Paysages », au cœur d’une aventure humaine et durable https://t.co/CDiV4cxDl6 via @StripFood",mix,positive
423,«La mission Make America Healthy Again (MAHA) est officiellement commencée ! L'avenir s'annonce radieux !» -@VigilantFox 🇺🇲,«La mission Make America Healthy Again (MAHA) est officiellement commencée ! L'avenir s'annonce radieux !» -@VigilantFox 🇺🇲,healthy,positive
424,"👏Bravo aux lauréats des prix #EDFPulse AURA !

💡Réfrigération #décarbonée, #électrification des véhicules, batterie ajustable, alimentation des appareils électroniques... 

🌍Découvrez des solutions #innovantes au service de la transition #énergétique👉https://t.co/tYfvkzw0zu https://t.co/YpsxHYSWZK","👏Bravo aux lauréats des prix #EDFPulse AURA !

💡Réfrigération #décarbonée, #électrification des véhicules, batterie ajustable, alimentation des appareils électroniques... 

🌍Découvrez des solutions #innovantes au service de la transition #énergétique👉https://t.co/tYfvkzw0zu https://t.co/YpsxHYSWZK",mix,positive
425,"Santé, alimentation, éducation, vieillissement... Autant de sujets sur lesquels Gaston Chassain fut pleinement investi depuis 25 ans comme élu, depuis 12 ans comme Maire de Feytiat.

Des sujets sur lesquels j'ai eu le plaisir d'échanger avec lui et d'en porter certains au https://t.co/cxfDMaJyK6","Santé, alimentation, éducation, vieillissement... Autant de sujets sur lesquels Gaston Chassain fut pleinement investi depuis 25 ans comme élu, depuis 12 ans comme Maire de Feytiat.

Des sujets sur lesquels j'ai eu le plaisir d'échanger avec lui et d'en porter certains au https://t.co/cxfDMaJyK6",mix,positive
426,"C’est exactement cela ! 
Et que l’on parle de virus, d’alimentation, de logement, des impôts et taxes, d’inflation, de climat, tout est orchestré pour graver la peur dans le cerveau afin de vous blottir dans les bras de ceux qui vous maltraitent et vous contrôlent, l’esclavagisme","C’est exactement cela ! 
Et que l’on parle de virus, d’alimentation, de logement, des impôts et taxes, d’inflation, de climat, tout est orchestré pour graver la peur dans le cerveau afin de vous blottir dans les bras de ceux qui vous maltraitent et vous contrôlent, l’esclavagisme",mix,negative
427,"🍴 Dans la commune de Mora, à San Jose 🇨🇷, la Reine a participé à un atelier visant à promouvoir une alimentation saine et une meilleure hygiène de vie auprès de la population. https://t.co/h8V67mcY5K","🍴 Dans la commune de Mora, à San Jose 🇨🇷, la Reine a participé à un atelier visant à promouvoir une alimentation saine et une meilleure hygiène de vie auprès de la population. https://t.co/h8V67mcY5K",healthy,positive
428,"ℹ️La commune travaille étroitement avec l’@UNICEF, le ministère de la Santé 🇨🇷 et d'autres partenaires pour mettre en œuvre le droit des enfants à une alimentation saine sur un plan local, une composante essentielle des Objectifs de développement durables des @unitednations. https://t.co/TPufM6lxtU","ℹ️La commune travaille étroitement avec l’@UNICEF, le ministère de la Santé 🇨🇷 et d'autres partenaires pour mettre en œuvre le droit des enfants à une alimentation saine sur un plan local, une composante essentielle des Objectifs de développement durables des @unitednations. https://t.co/TPufM6lxtU",healthy,positive
429,"Alors que des diabétiques se retrouvent littéralement en danger sans traitement pour cause de rupture de stock ??? 

À cause de mongoliennes feignantes,  incapables de bouger leurs fiaks,  pour avoir une activité sportive et changer leur alimentation de merde.","Alors que des diabétiques se retrouvent littéralement en danger sans traitement pour cause de rupture de stock ??? 

À cause de mongoliennes feignantes,  incapables de bouger leurs fiaks,  pour avoir une activité sportive et changer leur alimentation de merde.",healthy,negative
430,"Un pois qu’il ne faut pas prendre à la légère… 🌱💚🫛
Il est discret, mais il cache bien son jeu ! Derrière son apparence modeste, le #pois #protéagineux a plus d’un tour dans sa cosse. Découvrez ce qui le rend si précieux pour notre #agriculture et notre #alimentation ! 👇 https://t.co/EmgD47UYT2","Un pois qu’il ne faut pas prendre à la légère… 🌱💚🫛
Il est discret, mais il cache bien son jeu ! Derrière son apparence modeste, le #pois #protéagineux a plus d’un tour dans sa cosse. Découvrez ce qui le rend si précieux pour notre #agriculture et notre #alimentation ! 👇 https://t.co/EmgD47UYT2",mix,positive
431,"🎙️ À l'occasion de la #JournéeMondialedelaRadio 📻, découvrez ""Dandalin Iyali"", un feuilleton sur des thèmes clés: scolarisation des filles, violences domestiques, nutrition, et plus. 📅RDV chaque semaine pour 2 épisodes captivants. Merci à @UNICEFgermany 
https://t.co/V2u9il7Ed0","🎙️ À l'occasion de la #JournéeMondialedelaRadio 📻, découvrez ""Dandalin Iyali"", un feuilleton sur des thèmes clés: scolarisation des filles, violences domestiques, nutrition, et plus. 📅RDV chaque semaine pour 2 épisodes captivants. Merci à @UNICEFgermany 
https://t.co/V2u9il7Ed0",healthy,positive
432,"Éducation/Alimentation scolaire

Haïti signe la « Déclaration d’engagement national » à la Coalition mondiale pour l’alimentation scolaire

13 février 2025

Le président du Conseil présidentiel de transition (#CPT), Leslie Voltaire, le Premier ministre Alix Didier Fils-Aimé, le https://t.co/nRrkIqr1ae","Éducation/Alimentation scolaire

Haïti signe la « Déclaration d’engagement national » à la Coalition mondiale pour l’alimentation scolaire

13 février 2025

Le président du Conseil présidentiel de transition (#CPT), Leslie Voltaire, le Premier ministre Alix Didier Fils-Aimé, le https://t.co/nRrkIqr1ae",mix,neutral
433,"16% des français sont touchés par la précarité alimentaire.

Et les prix payés aux agriculteurs ne rémunèrent pas.

Il est urgent de repenser notre système agricole et alimentaire pour permettre un accès digne à l'alimentation pour tous.

Expérimentons partout la Sécurité Sociale https://t.co/qbW9aKT68o","16% des français sont touchés par la précarité alimentaire.

Et les prix payés aux agriculteurs ne rémunèrent pas.

Il est urgent de repenser notre système agricole et alimentaire pour permettre un accès digne à l'alimentation pour tous.

Expérimentons partout la Sécurité Sociale https://t.co/qbW9aKT68o",mix,negative
434,"👏🏽 Travail de finition + changements dans sa vie (alimentation, sommeil) pour éviter les blessures + attitude différente (fini Dembele l’amuseur) + adaptation de Luis Enrique.

La forme de Dembélé ne tombe pas du ciel : c’est la récompense de l’effort. https://t.co/LlfXLHoMlC","👏🏽 Travail de finition + changements dans sa vie (alimentation, sommeil) pour éviter les blessures + attitude différente (fini Dembele l’amuseur) + adaptation de Luis Enrique.

La forme de Dembélé ne tombe pas du ciel : c’est la récompense de l’effort. https://t.co/LlfXLHoMlC",mix,positive
435,"🏆 #Innovation | L’excellence alimentaire du Val-d’Oise récompensée !

📍 @prefet95 a assisté à la remise des Trophées du Challenge Innov’alim 95, organisé par la CCI du Val-d’Oise et son président Pierre Kuchly, qui met à l’honneur les professionnels de l’alimentation les plus https://t.co/A7QuDIDt3f","🏆 #Innovation | L’excellence alimentaire du Val-d’Oise récompensée !

📍 @prefet95 a assisté à la remise des Trophées du Challenge Innov’alim 95, organisé par la CCI du Val-d’Oise et son président Pierre Kuchly, qui met à l’honneur les professionnels de l’alimentation les plus https://t.co/A7QuDIDt3f",mix,positive
436,"Selon les analystes du #CAVIE, la lutte contre la pauvreté et l’injustice en Afrique passe par un accès équitable à l’alimentation, à l'éducation, à la santé, aux infrastructures de base et aux services essentiels dont internet.
#CAVIE #IntelligenceEconomique #MarchésAfricain https://t.co/GOD31xiWXO","Selon les analystes du #CAVIE, la lutte contre la pauvreté et l’injustice en Afrique passe par un accès équitable à l’alimentation, à l'éducation, à la santé, aux infrastructures de base et aux services essentiels dont internet.
#CAVIE #IntelligenceEconomique #MarchésAfricain https://t.co/GOD31xiWXO",mix,positive
437,"Imagine t’es non vegan et tu critiques allègrement une personne végane pour son achat d’un sac en frip alors que tu détruits la planète et tues des animaux dans d’horribles conditions à cause de ton alimentation 🤔

La police du véganisme par les non impliqué•es non merci","Imagine t’es non vegan et tu critiques allègrement une personne végane pour son achat d’un sac en frip alors que tu détruits la planète et tues des animaux dans d’horribles conditions à cause de ton alimentation 🤔

La police du véganisme par les non impliqué•es non merci",mix,negative
438,"Mission de mobilisation à Rome 🇺🇳 pour le sommet « Nutrition pour la croissance » #N4G ! 

Réunions de travail de l’Envoyé spécial @byypont en marge du Conseil des gouverneurs @leFIDA avec des acteurs clés pour le Sommet, notamment 🇿🇦🇱🇸🇨🇭🇬🇧🇺🇳. https://t.co/AmndpBFdtH","Mission de mobilisation à Rome 🇺🇳 pour le sommet « Nutrition pour la croissance » #N4G ! 

Réunions de travail de l’Envoyé spécial @byypont en marge du Conseil des gouverneurs @leFIDA avec des acteurs clés pour le Sommet, notamment 🇿🇦🇱🇸🇨🇭🇬🇧🇺🇳. https://t.co/AmndpBFdtH",healthy,positive
439,La Maison du Bien Manger a ouvert ses portes à Toulouse - Toulouse FM Le Domaine de la mairie de Toulouse est le lieu incontournable pour parler alimentation et agriculture.⁦@jlmoudenc⁩  https://t.co/43ykXCaXGL,La Maison du Bien Manger a ouvert ses portes à Toulouse - Toulouse FM Le Domaine de la mairie de Toulouse est le lieu incontournable pour parler alimentation et agriculture.⁦@jlmoudenc⁩  https://t.co/43ykXCaXGL,mix,positive
440,"Finalement je l'ai trouvé à Auchan. Y'en a à gogo là-bas.
Mais pourquoi #NIANI est beaucoup plus cher que #NINAL? 500Francs de différence sur le litre 🤔.
Je vais expérimenter les deux pour savoir ? Mais côté nutrition je veux bien qu'on m'explique🤔.
@mademba24 @SonacosS https://t.co/g9brHEsyFA","Finalement je l'ai trouvé à Auchan. Y'en a à gogo là-bas.
Mais pourquoi #NIANI est beaucoup plus cher que #NINAL? 500Francs de différence sur le litre 🤔.
Je vais expérimenter les deux pour savoir ? Mais côté nutrition je veux bien qu'on m'explique🤔.
@mademba24 @SonacosS https://t.co/g9brHEsyFA",healthy,negative
441,"L'ancien député 🇪🇺 Hervé Juvin 🇫🇷 sonnait l'alarme en mars 2023 sur l'oxyde de GRAPHÈNE présent dans les injections COVID, l'alimentation à base d'insecte et les ondes 5G.

👉 «Le scénario de l'Apocalypse se dessine, attesté par un certain nombre de publications scientifiques.» https://t.co/m5yaYFzaAv","L'ancien député 🇪🇺 Hervé Juvin 🇫🇷 sonnait l'alarme en mars 2023 sur l'oxyde de GRAPHÈNE présent dans les injections COVID, l'alimentation à base d'insecte et les ondes 5G.

👉 «Le scénario de l'Apocalypse se dessine, attesté par un certain nombre de publications scientifiques.» https://t.co/m5yaYFzaAv",mix,negative
442,"Le @mspls_bdi avec l'appui du projet #Nkuriza de la @BM_Afrique, anime des séances de sensibilisation sur la nutrition et les pratiques nutritionnelles et le planning Familial du 11 au 14 Février 2025 à la population de la commune de #Cendajuru et #Mishiha de @CankuzoProvince. https://t.co/xbDPRgNB4P","Le @mspls_bdi avec l'appui du projet #Nkuriza de la @BM_Afrique, anime des séances de sensibilisation sur la nutrition et les pratiques nutritionnelles et le planning Familial du 11 au 14 Février 2025 à la population de la commune de #Cendajuru et #Mishiha de @CankuzoProvince. https://t.co/xbDPRgNB4P",healthy,positive
443,"Cuba sans le soleil : 
Après avoir étatisé et ruiné l'assurance santé, le syst. de retraite, le transport ferroviaire et le logement,
les écolommunistes EELV veulent de la même façon détruire l'alimentation des Français avec une ""sécurité sociale alimentaire"" comme au Venezuela","Cuba sans le soleil : 
Après avoir étatisé et ruiné l'assurance santé, le syst. de retraite, le transport ferroviaire et le logement,
les écolommunistes EELV veulent de la même façon détruire l'alimentation des Français avec une ""sécurité sociale alimentaire"" comme au Venezuela",healthy,negative
444,"[INSPIR POST] - CETOGLUCO EPISODE 1

Ca fait plusieurs personnes avec qui qui j’échange qui m’indiquent qu’elles sont un peu perdues dans “l’approche alimentaire”.

Le dénominateur commun entre toutes ces personnes :

“En générale j’adoptais une alimentation à dominante animale https://t.co/qnIwvYPP0F","[INSPIR POST] - CETOGLUCO EPISODE 1

Ca fait plusieurs personnes avec qui qui j’échange qui m’indiquent qu’elles sont un peu perdues dans “l’approche alimentaire”.

Le dénominateur commun entre toutes ces personnes :

“En générale j’adoptais une alimentation à dominante animale https://t.co/qnIwvYPP0F",mix,neutral
445,"Petits producteurs et productrices sont essentiels à la sécurité alimentaire et à la nutrition, mais eux-mêmes souffrent de la faim. 

Le #ConseilGouverneursduFIDA examinent le premier kilomètre et celles et ceux qui le construisent. 

Investissons #PourlesPopulationsRurales. https://t.co/QShIArSn2C","Petits producteurs et productrices sont essentiels à la sécurité alimentaire et à la nutrition, mais eux-mêmes souffrent de la faim. 

Le #ConseilGouverneursduFIDA examinent le premier kilomètre et celles et ceux qui le construisent. 

Investissons #PourlesPopulationsRurales. https://t.co/QShIArSn2C",healthy,negative
446,"Le Premier ministre Alix Didier Fils-Aimé a participé, ce mercredi 12 février 2025, à la cérémonie officielle d’adhésion d’Haïti à la Coalition mondiale pour l’alimentation scolaire. Aux côtés du Président du CPT, Leslie Voltaire et du Ministre de l’Éducation, il a réaffirmé https://t.co/rUeMUDOiY6","Le Premier ministre Alix Didier Fils-Aimé a participé, ce mercredi 12 février 2025, à la cérémonie officielle d’adhésion d’Haïti à la Coalition mondiale pour l’alimentation scolaire. Aux côtés du Président du CPT, Leslie Voltaire et du Ministre de l’Éducation, il a réaffirmé https://t.co/rUeMUDOiY6",mix,neutral
447,"4/4 Le gouverneur Segasago n'a pas manqué de faire un clin d'œil aux membres des COPIL/PCSAN, qu'il faut chaque fois s'enquérir de tous les défis qui hantent le secteur de sécurité alimentaire et de nutrition pour trouver des solutions. https://t.co/C6kGR5a0qE","4/4 Le gouverneur Segasago n'a pas manqué de faire un clin d'œil aux membres des COPIL/PCSAN, qu'il faut chaque fois s'enquérir de tous les défis qui hantent le secteur de sécurité alimentaire et de nutrition pour trouver des solutions. https://t.co/C6kGR5a0qE",healthy,positive
